ItemID,Sentiment,SentimentSource,SentimentText
2036,0,Sentiment140,- getting my Battlestar fix! 
2038,0,Sentiment140,'' Gimme a hug ''  thats soooo cute :p
2042,0,Sentiment140," gnight to all. oh, if you have the time, look up Marcus Schossow, he's amazing. Girls Suckcces (Dub Mix) is my personal fave "
2043,0,Sentiment140,"- go &amp; try the yummo &amp; super hot 'plecing kangkung' + ayam bakar taliwang.. **sexy food from exotic country,Indonesia "
2044,0,Sentiment140, goin to dadsssssss
2047,0,Sentiment140," im giving it all to ya,"
2052,0,Sentiment140," I'm gonna go be grumpy and read comics. Later, twitter!"
2057,0,Sentiment140, I'm happy and content
2058,0,Sentiment140, i'm happy! went out for dinner at a posh place and food was wonderful. I love it when food is Wonderful!!!
2059,0,Sentiment140, i'm having fun with this.
2061,0,Sentiment140, im in neet magazine again in the global fashion section. http://www.neetmagazine.com/
2062,0,Sentiment140, im in science class with mt beautiful lauren listenin to my ipod... Mariah carey of course
2072,0,Sentiment140," I'm off to take a nap, haven't slept much in a few days and have been up since 5:30"
2074,0,Sentiment140," I'm real happy, things are good"
2089,0,Sentiment140, gnite/gmornin @TheRealNobody
2091,0,Sentiment140, god i love this tune    ? http://blip.fm/~60u8d
2094,0,Sentiment140, going for stroll in sunshine.... sending out love vibrations all good things welcome xo
2097,0,Sentiment140,- going somewhat out of town? (x visitng uncle boyet &amp; famm! 
2098,0,Sentiment140, going to bed goodnight amazing twitters!!
2101,0,Sentiment140, going to sleep. good day later today. goodnight.
2102,0,Sentiment140, Going to take my bike to Claremont Village via the train and get some tofu scramble and explore!
2103,0,Sentiment140, going upstairs.chilling.bed.work D: txttt me! oh btw im excited to see bia tommrow!!!!
2104,0,Sentiment140, gonna make the best of next week.
2106,0,Sentiment140, gonna volunteer at madres school again -still trying to calculate how many friends i really have.
2107,0,Sentiment140,0
2108,0,Sentiment140, good dance... make little love... get down tonight...!!!! &lt;3
2109,0,Sentiment140, Good morning
2110,0,Sentiment140, good morning every body!!!!
2111,0,Sentiment140, good morning love u all ;-) I feel ok I only had like 4 coronas  it was a fun night  laker game later today
2112,0,Sentiment140, Good morning sunshine!!!
2113,0,Sentiment140, Good Night Twitter! I'm tired! Partying ALL WEEKEND! Peace ♥ and ALWAYS BE HAPPY!
2114,0,Sentiment140, Good times !! ... Dad is being far too jolly its very odd. Being looked after today !!
2116,0,Sentiment140,"- Goodbye Mazda 6. Always a good, nice, car (&amp; a fantastic color)... But no room for you on Wall Street.    http://twitpic.com/6a1ny"
2119,0,Sentiment140, Goodmorning again! haha. ) uggh. i'm getting kinda hungry :|
2120,0,Sentiment140, goodnight all. Doodadoo lives good
2121,0,Sentiment140,"- GOODNIGHT everyone  I pray you all have a blessing morning. I'm gonna do 1 more load of laundry, straighten the kitchen, then lay down."
2122,0,Sentiment140, goodnight luvs
2125,0,Sentiment140,"- Goodnight, I'm going to sleep with my monkey "
2126,0,Sentiment140, Goood Morning Twittz. I'm in an Extremely good mood. Heading to the GYM with my doll Nessa.
2131,0,Sentiment140, Gov't Motors just peed a little: http://bit.ly/aLDXF via @TTAC &amp; http://bit.ly/pJg8o
2132,0,Sentiment140,' going to bed. shopping tomorrow. nsn / ftsk mondaaay. 
2134,0,Sentiment140, going to find motrin then sleeeep.
2135,0,Sentiment140, Going to london in 2 days hopefully 
2136,0,Sentiment140, going to sleep !!!! this monster just crashed !!
2137,0,Sentiment140,- Going to walk my daily mile later today. Getting ready 4 a late breakfast w/ parents then going 2 Frisco 4 the next FC Dallas match 
2138,0,Sentiment140, Golden Spoon and dance/music love.
2139,0,Sentiment140,-- gonna get some beauty rest &amp; dream about mr. handsome  15 more days!
2142,0,Sentiment140, good i hope not my love because im in love with u and dont wanna lose u
2143,0,Sentiment140," Good morning guys making my morning cup of coffee xoxox, A rainy day off... whatever!"
2144,0,Sentiment140," Good morning peeps, ahhh it's gonna be a wonderful Saturday "
2145,0,Sentiment140, good morning twitterers ily
2147,0,Sentiment140, good weekend. now ISU's woooo
2149,0,Sentiment140, goodmorning tweeties..
2156,0,Sentiment140," got the best addon for twitter, IF YOU USE FIREFOX GET TwitterFOX"
2157,0,Sentiment140, gotta love those shoes -- Dora &amp; Manny can keep you on your toes with spanish! yo se que tienes un nuevo amor... thats selena.
2161,0,Sentiment140," great mood todayyyyyyyyy. Super excited for the game tonight, not so excited to be one year older (tomorrow)."
2163,0,Sentiment140, group shot from prom: http://bit.ly/13BGD9
2166,0,Sentiment140, guitar in a weeeeek
2170,0,Sentiment140, Ha I love you too betch.
2172,0,Sentiment140,- had a great time at the 'block party' - so did mackenzie 
2174,0,Sentiment140," Had a really fun afternoon, and probably have a wicked sunburn xP It was so worth it. Nick left a few minutes ago. Surfing the web "
2178,0,Sentiment140, haha dating the enemy!
2192,0,Sentiment140, I'm trying to build a little momentum
2194,0,Sentiment140, I'm up. sleeping is over rated.
2202,0,Sentiment140, in the words of marv albert &quot;YES!!&quot; There is a god! Now time to play it cool.  We got 3 hrs.
2205,0,Sentiment140, intrigued about tomorrows @rhcp_universe announcement ? http://blip.fm/~7c3xs
2206,0,Sentiment140, INVESTING IS THE KEY TO SUCCESS JUST NEED THE RIGHT TOOL
2214,0,Sentiment140, is bored but for some reason oddly happy
2215,0,Sentiment140," is happy today,  i spent quality time with my mommmm and idk why but i didn't see any nice dresses today! :s nothing nice to buy"
2219,0,Sentiment140, great great great great day! rock band singing is my new favorite!
2222,0,Sentiment140, greeeeattttt fuckingf night much bneeded!
2228,0,Sentiment140, had a cool lil night. Now at Berrie's about to eat pizza waitin for @NOEL4PRESIDENT
2229,0,Sentiment140," had a good weekend, looking forward to a great week x"
2235,0,Sentiment140,- HAPPY 8TH ANNIVERSARY TO US!!! Awww  Barry is about to take me 'somewhere' ...  Be back later!!
2236,0,Sentiment140, happy day cash cash party in your bedroom on xm radio
2237,0,Sentiment140, happy for you
2239,0,Sentiment140, happy juice. http://twitpic.com/4e4bz
2240,0,Sentiment140,-- happy mothers day mom!  http://twitpic.com/4x153
2243,0,Sentiment140, Harry Potter! Yay!!!
2246,0,Sentiment140, Hate this song  ? http://blip.fm/~5jg6f
2250,0,Sentiment140,- Have a GREAT Sunday... be blessed and encouraged!! I'm going to PASS OUT now. haha Earlier than usual... yay!  GOD BLESS YOU!!!
2255,0,Sentiment140, having a good day
2256,0,Sentiment140,0
2263,0,Sentiment140, heading my dad's store
2264,0,Sentiment140, heart it races. Black glass extravaganza and then downtown.  smiles all day as usual.
2266,0,Sentiment140," hella people have no idea who I am... Hehehe, and no I'm not Lou nor @MicahMoney"
2267,0,Sentiment140, haha have fun girl. Have fun at thaaat mormon dance tonightt too!!
2268,0,Sentiment140, haha! Off the phone with my bby!  I lovee youu!  -Nitee!
2269,0,Sentiment140, hanging with jon. i love ashley!!!!!!!!
2270,0,Sentiment140, happily falling head over heels for him &lt;3
2271,0,Sentiment140,- Happpy Monday night everyone! 
2272,0,Sentiment140, happy and singing... extreme &quot;more than words&quot; ♫ http://twt.fm/140208 #musicmonday
2274,0,Sentiment140,"- happy flip indy day.  mabuhay! schweet! oh wait, wasn't that yesterday? man...i need to do my research. fail."
2275,0,Sentiment140, happy to meet the old friends...
2276,0,Sentiment140, Happy today!!!  http://estrella05azul.wordpress.com/
2278,0,Sentiment140,0
2286,0,Sentiment140, have i told u how much i like u 2day?
2293,0,Sentiment140, having a good night! hehe almost time to get homegirl and come home and sleep! im so damn sleepy... =(
2294,0,Sentiment140, Having A Very Nice Day
2296,0,Sentiment140, he makes me so happy!
2297,0,Sentiment140, he makes my little heart smile
2304,0,Sentiment140, hehe lizzie gibson is a ledge! cant wait to see her in a few weeks XXX
2305,0,Sentiment140," Hello, my name is Nadia. And I am addicted to twitter...   "
2307,0,Sentiment140, hey im back haha
2308,0,Sentiment140,- HEY YA ALL! 8) Peace Out! #Followfriday! Please i want followers!!!! So give out this message: Follow @Crizzyx3 THANKS! 
2310,0,Sentiment140," hihooo(:  but,, i think i'm gonna be on my granda's house :3 haha  til late so... i'll be here few minutes :O"
2311,0,Sentiment140,-- hmm...life's been pretty good to me lately.  I'm quite content.
2313,0,Sentiment140,0
2314,0,Sentiment140," is not a face, it's the scalp of a cat, with the ears still attached"
2317,0,Sentiment140,0
2319,0,Sentiment140,- isn't beer just sparkiing water with alcohol in it? 
2331,0,Sentiment140,- it's an old Jeremy Enigk night. Return of the Frog Queen / United States of Leland OST.  Love Enigk.
2332,0,Sentiment140, its castiel!!!!  [ the angle ]
2335,0,Sentiment140, its follow friday !!!
2336,0,Sentiment140," its going to be a good day, yes sir a goooooooooooooooooood day!"
2337,0,Sentiment140, ITS LOUD AGAIN!!!!!
2345,0,Sentiment140, I've been working out too much. My back hurts. OUCH
2349,0,Sentiment140, I've had a good day!
2350,0,Sentiment140, ive nbeem drink for s few hourst
2353,0,Sentiment140, jajajaja. what do  you mean&quot;in some way&quot;?&gt;&lt;
2367,0,Sentiment140, How are you all? been very hot I must say.
2375,0,Sentiment140, How to Tell if Your Son is Gay? [PIC]: http://digg.com/d1tpPB?t
2378,0,Sentiment140, http://bit.ly/Y1YjQ I'm reading: The Peak of Hotness.
2382,0,Sentiment140, I &lt;3 Bobby
2384,0,Sentiment140, I adore leather corsets.
2385,0,Sentiment140, i agree @OasisStasis http://ff.im/2dojM
2389,0,Sentiment140, i am bored
2398,0,Sentiment140, I am what I say I am.....I am Yashawini.....a successful woman
2399,0,Sentiment140, I be cool
2400,0,Sentiment140,"' I believe in you my love, and your imaginary world.' Nightnight world  Sending love out there."
2401,0,Sentiment140," I bet you were with him! @PITX08 oh, follow @fxxxmylife "
2402,0,Sentiment140, I bought a Torchwood book yesterday and nearly a Dr Who one but it was in the kids bit and my friend was laughing about it ;(
2403,0,Sentiment140, Hello Summer  listenin to nevershoutnever! makes me feel all summery  lunch time (Y)
2404,0,Sentiment140, Hello TWITTER! (100th update Wooohooo)
2406,0,Sentiment140,- He's a keeper for sure cuz the boi has even got me smilin n my sleep!    Wow!
2407,0,Sentiment140, hey all im bored and since im wating for cliare before going to my grans i thought i would twitter lol
2411,0,Sentiment140, hmm. i really like the songs on the summer ep. &lt;3 nsn
2414,0,Sentiment140, home from a friends ..aha great party 
2418,0,Sentiment140, Honorary Hollywood Mom Mafia: @bostonmamas @PetiteMommy @blissnine @MomSquadBlog @all_moms @twitterparents @MomsofAmerica #FollowFriday
2421,0,Sentiment140, How beautiful is Prince. Oh My Goodness
2424,0,Sentiment140, how i love the sun and its powers
2426,0,Sentiment140, how much do I love this...... Just stopped to grab a bite on the road and as we walk in.... Summertime came on &lt;3   
2427,0,Sentiment140, How's everybody. I'm finna GO!  HOW ABOUT THEM APPLES =D
2429,0,Sentiment140, http://www.inimacopiilor.ro/campanie/campanie.php - pt copii
2432,0,Sentiment140, I also like this night. I'll hibernate now.
2440,0,Sentiment140, i Call you
2450,0,Sentiment140," jonas brothers, cant wait!"
2451,0,Sentiment140, Josh Groban's music is my happy place.
2453,0,Sentiment140, jus chillen with the homies on the west sieedahh
2458,0,Sentiment140," just finished writing australia and put it up at lifesaclimb, what an accomplishment."
2461,0,Sentiment140, Just get some new clothes. Thx mom.
2462,0,Sentiment140, Just got a notebook similar to a Moleskine. Looking forward to purchasing one in Hong Kong this summer. 
2463,0,Sentiment140, just got home. Wow that was actually fun
2465,0,Sentiment140, just happy.that's all i'm tweeting now
2471,0,Sentiment140, just sat wit sis lookin on twitter  x
2472,0,Sentiment140, just seen a frog on the sidewalk (:
2473,0,Sentiment140, just soaked in the hot springs of Pagosa. So nice.
2474,0,Sentiment140, Just started a twitter xD
2483,0,Sentiment140,- Kris Lundberg is speaking at the Int'l Virginia Woolf Conference today at 4pm! Come to Lincoln Center and support her. 113 W. 60th St. 
2501,0,Sentiment140," i can't stand Ravenna, but tonight it's really nice."
2504,0,Sentiment140,- I can't wait to JDM my RSXy  be ready to race this badass chick! Yall aint ready.
2511,0,Sentiment140, i could cry at how nice dannys voice sounds on radio one (L)
2517,0,Sentiment140, i dare you to ask for it like that.
2549,0,Sentiment140, i cant wait to leave! lol
2583,0,Sentiment140, I forgot how many great songs this mystery band had @AnnieLicious ? http://blip.fm/~5e7qp
2586,0,Sentiment140, I get to do a review for Katie and Nina and for Colette when it gets here...... LIFE IS GOOD!!!!  
2587,0,Sentiment140, I get to sleep in as late as I want tomorrow! I'm so excited!
2601,0,Sentiment140, i feel proud that took up the whole thing
2613,0,Sentiment140, i got my eye on u! Lol
2618,0,Sentiment140, i gotta remember to update more frequently i don't have my blackberry it was so much easier  how is everyone doing?
2625,0,Sentiment140, I has a huge pack of giant buttons &amp; a bag of doritos.  @shinydan is fab! oh &amp; he brought me coffee and is making sausage butty for lunch
2633,0,Sentiment140,"- I GOT A,  6/A IN MY SPANISH EXAM!! Im Soo Happy "
2634,0,Sentiment140, i got it nowww!!
2635,0,Sentiment140, I GOT MAIL! yay for mail
2641,0,Sentiment140, i gotta take a whiz. lol
2646,0,Sentiment140, i had a wonderful day with O.  Haight and Thai food.
2649,0,Sentiment140, i has veggies tooo! lots of corm and peppers though and like 2 carrots
2667,0,Sentiment140, I have already completed work on &quot;mechanisms&quot; that boredom ... Now I have to study the map of Africa! tomorrow..BASEBALL! its SO cool
2675,0,Sentiment140, LAST Day To Enter http://tinyurl.com/r3qhor
2678,0,Sentiment140, last tweet for the night!  VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace!
2679,0,Sentiment140, last tweet for the night! VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace !!
2680,0,Sentiment140, Laughter is one of the best things that God has given us
2683,0,Sentiment140,"- leaving for Seattle in ~14 hours!! Just one more day of work to survive, then we're off  to celebrate 3 years of wedded bliss "
2689,0,Sentiment140, life is a mystery.!!! LOL freakin marriah.!!! LOL *blast off.!!* LOL
2690,0,Sentiment140, life never ceases to amuse me. Wouldnt want it any other way!
2692,0,Sentiment140," lifes complete. all time low were a-fucking-mazing, disapointed that the venue didn't let them sign though"
2694,0,Sentiment140, listening to @ddlovato music. ;) you're a trainwreck but i wouldn't love you if you changed..
2695,0,Sentiment140,0
2697,0,Sentiment140, LOL. @elieehinojas...have you seen my new presentation...
2700,0,Sentiment140, lolz  iT.SR|TCE|TBE|
2704,0,Sentiment140,0
2713,0,Sentiment140, love it
2730,0,Sentiment140," i have a new pictureee...i don't have face buuut...it's beatiful! aah the photograph is Sara, she've a great future how photograph haha"
2733,0,Sentiment140, i have an idea im going to get a gun go to taylor l's house and kill him!! IM A VERY BAD GIRL x]
2748,0,Sentiment140," I just don't know how to begin this twitter thing. Anyway, I'm taking up my back subject this summer. Hope I'll cope up."
2752,0,Sentiment140, i just got song a lullaby by none other than thee infamous matthew. xD i still can't sleep but thanks for the effort.
2763,0,Sentiment140, i have twitter on my phone now
2770,0,Sentiment140, i joined twitter 24 January 2009. daayyuuummm. i thought it would have been in like april. lololol. hi mom.
2772,0,Sentiment140," I just found ACTUALLY AFFORDABLE Star Trek TOS action figures online! Kirk, Spock AND MCCOY for less than thirty bucks! Happy Trekkie."
2780,0,Sentiment140," I just ruined 4th Twilight book for my mom, YES, MY MOM! If I do nothing else today, I will feel fulfilled!"
2784,0,Sentiment140,0
2789,0,Sentiment140, i know right? Lol
2790,0,Sentiment140, I like feeling this way
2791,0,Sentiment140, i like to be freelance
2792,0,Sentiment140, i like you more
2795,0,Sentiment140, i love being a fake rebel.Mmm... Kinda hungry.anyone want to do something? 
2796,0,Sentiment140, i love David Archuleta xD. i reaaallly want to see him in concert.
2798,0,Sentiment140," I love how you're playing with different styles, pattern and details! http://lookbook.nu/look/159472"
2799,0,Sentiment140, I LOVE LOVE LOVE MY BFF JAZZMIN MARIE EVANS! THE CONVO WE JUS HAD! WHEW WE SHLD HV A TLK SHOW LMAO
2800,0,Sentiment140,"- mac &amp; cheese and a movie, what an awesome combo! "
2802,0,Sentiment140, makes my heart smile real big. ♫ http://blip.fm/~7qnjr
2803,0,Sentiment140, making dinner today and then going to work. Hopefully tonight will be as good as yesterday 
2805,0,Sentiment140, Man looking at my cousins only remind me how old I've gotten lol
2807,0,Sentiment140, Managing IT people is like herding cats
2814,0,Sentiment140,--- Meagan Good Fansite ; FOLLOW US! 
2815,0,Sentiment140, meebo is awesome 
2818,0,Sentiment140,"- Meh.... eating grapes and watching 7 Pounds. Had fun today playin' mini golf with Richie, Reva, and Thomas. "
2819,0,Sentiment140, Merisha got a scholarship!!!!
2821,0,Sentiment140, Michael Sheen ---&gt;http://bit.ly/7DCrg  ( beautiful man^^)
2825,0,Sentiment140, miss you
2830,0,Sentiment140,- Mmph. Gonna read for like half an hour.. prob 4 or so actually - xD - and go to bed. Night 
2834,0,Sentiment140, More Star Wars humor: http://bit.ly/4fuAN
2835,0,Sentiment140, Morning. Media Exam. x
2837,0,Sentiment140, moving crap into the house now..well..i would be if ALL the traffic lights werent out...scary driving.
2840,0,Sentiment140, my adopt-a-puppy http://yfrog.com/9wddej
2841,0,Sentiment140," My advice is not to inquire why or whither, but just enjoy your ice cream while it's on your plate. ~ Thornton Wilder"
2856,0,Sentiment140, I just saw the hottest thing ever
2859,0,Sentiment140, I just watched my son be promoted to a red belt @ Karate class. Cute and exciting!
2864,0,Sentiment140," i know i'm a syllable whore, sorry but i did it on purpose....."
2869,0,Sentiment140," i like how you can change the colour of stuffs on bebo  &amp; how you can do the underline, italics &amp; bold thingys  haha"
2870,0,Sentiment140, I like it when things work like they should. I was expecting this upgrade to break something bigtime.
2873,0,Sentiment140, I like you so much better when you're naked.
2874,0,Sentiment140,- i loove the songs of david archuleta .. 
2875,0,Sentiment140," I love getting off work , and smelling the scent after it rains! the best &lt;333"
2877,0,Sentiment140," i love my fly with me friends, @guyjbfanforlife and @taylavision_"
2878,0,Sentiment140, i love singing along with my baby  ....our favorite song is the best !!! ... and sex was delicious &lt;3 hahaha
2879,0,Sentiment140," I love you, daddy."
2880,0,Sentiment140, i love you. *you know who you are*
2881,0,Sentiment140, i love you. Jef ivey is a bastard. Save me!
2883,0,Sentiment140, I meant I 've been thinking what is there to say to such a great nation... only that they remain united as they were before 1947.
2884,0,Sentiment140, i might get in trouble for this. but Abby doesn't count....
2894,0,Sentiment140,0
2901,0,Sentiment140, My girlies are going to be here in approx. 3 - 3 1/2 hours.  Road Trip!!!!
2907,0,Sentiment140, my hoodie came today! thank you @ChristopherDXS
2914,0,Sentiment140, MY MAN IS HOME 
2918,0,Sentiment140, My mom likes Milow's version of Ayo Technology... It's a good thing she doesn't have a clue what it's about.
2924,0,Sentiment140, My new wallpaper is LxLight based! From Deathnote if you didn't know.... &gt;.&lt;&quot;
2929,0,Sentiment140, my prom dress. please excuse the horrible lighting ! http://twitgoo.com/daus
2934,0,Sentiment140, I love morning calls from my baby! Amazing way to start off my day&lt;3
2935,0,Sentiment140, i love my parents. they already bought me movie studio. and they are still getting me a camera. and they got me the t.swift tickets.
2936,0,Sentiment140, I LoVe SoUtH aMeRiCa (=
2937,0,Sentiment140, i love talking to people that i love
2939,0,Sentiment140, I love weddings! http://twitpic.com/6si1o
2942,0,Sentiment140, i love you!
2943,0,Sentiment140," i loved today, ohhh i missed the old group&lt;3 glad we're back!"
2945,0,Sentiment140, i made practically every biblical question in RE up
2955,0,Sentiment140, i miss my friend!
2959,0,Sentiment140, i miss NM! awww. good times!
2976,0,Sentiment140,- I never thought the word &quot;randomly&quot; could be so funny until my husband just said it! Cracking up haha ... Goodnight all  Be blessed...
2997,0,Sentiment140, i needd coke reallyy bad :p video ideass!!??
2999,0,Sentiment140, i presented my script to the production in class and they liked &gt;.&lt; it's gonna be an interesting shooting ^^
3007,0,Sentiment140," i rocked summerrs Dot Dot Curve  shirt, pinstriped skinnys, Chuck hightops, 3D glasses, 200 yen necklace"
3009,0,Sentiment140, I SAID IT! i like him teehheee
3027,0,Sentiment140, My video is almost uploaded!
3037,0,Sentiment140, nice song..http://bit.ly/iCMV2
3066,0,Sentiment140, i think i finally figured out how to twitter on my phone!
3070,0,Sentiment140, I think it would be fun
3073,0,Sentiment140, I thought it would be like.. 2pm by now.
3084,0,Sentiment140," i wanna write some reviews of films &amp; music releases, so i go &amp; leave this place. Not for a long time of course.:]"
3095,0,Sentiment140,- I want The Sims 3 soooo bad!!! 
3108,0,Sentiment140, i wish i had my tablet pen :c...
3120,0,Sentiment140, i really wanna watch the david cook and archuleta concert!!) sooo HOTT!
3122,0,Sentiment140, I said I get a SUMMER flu not the swine flu    But now bilions of swineflu tweeters are following me 
3123,0,Sentiment140,"- i sang early tonight, one song...'twas fun. "
3124,0,Sentiment140, I see you babes! follow my boy @RealTalk24  @MsMariaG @BUTTERSCOTCHBRE @cheeksgreatbarz
3127,0,Sentiment140," I shine through my smile, someone said. I'm just Jamba-ing!!"
3132,0,Sentiment140, I think I did good in the math test! I need to write nao...34 655 words!
3144,0,Sentiment140, I try t remind myself often that even the smallest input  can produce   big results  http://tinyurl.com/2mn6vl  
3165,0,Sentiment140, not now is on tv!
3168,0,Sentiment140," Nothing left to do but sit back, relax, have fun, and enjoy the ride! Lmbo. XD"
3171,0,Sentiment140, notsugripp http://www.kivisaar.com/itblog/04/2009/898/notsugripp.html via @addthis
3179,0,Sentiment140, o seara perfekta: vodka &amp; bertolucci (the dreamers)
3183,0,Sentiment140,-- off to Kokomo to see if I can squeeze into this dress! Then shoe shopping with my seeester! And visiting my Brandice! 
3188,0,Sentiment140, Oh man When you make Fishhes you end up fishy.
3191,0,Sentiment140, ok good im not the only one.. This weather makes me SO HAPPY!
3194,0,Sentiment140,"- Ok, how about just pray for mental clarity while drumming today since &quot;enough sleep&quot; didn't happen...  Have .. http://bit.ly/HskKD"
3197,0,Sentiment140, omfg! 7:30. ekkkkk! im so excited to see paramore! im only going cause paramore is going to be there. (: and this is my birthday present!
3198,0,Sentiment140," on a big boat bobbing up and down on the Thames, sun shinning, the aroma of our lunch filling the restaurant and a beer on it's way "
3202,0,Sentiment140, one happy man right here people 
3206,0,Sentiment140, I work at 1030 u?
3211,0,Sentiment140, I´m cold!!! Today is 12°C here....
3220,0,Sentiment140, IM A LITTLE SPOILED BRAT !  DONT HATE ME FOR HACKING YOU SISTA &gt;33
3225,0,Sentiment140, Im am going to send some twits to some folk...............
3226,0,Sentiment140, I'm awake! it's amazin
3229,0,Sentiment140, im bored anyone wanna talk
3231,0,Sentiment140, I'm chill. He's the one freaking out.
3232,0,Sentiment140,- i'm confused with this twitter lark 
3236,0,Sentiment140, I'm going to play with my camera today
3237,0,Sentiment140, I'm gonna have some ramen and play a FF game... haven't decided which yet.
3242,0,Sentiment140," I'm in a great mood, but ... I feel a little guilty Q_Q xD"
3243,0,Sentiment140," I'm in garden, chillin'"
3250,0,Sentiment140, I'm not cold!
3258,0,Sentiment140, I want to buy the game Bayonetta and cosplay her. Definite video game vixen. ;3
3277,0,Sentiment140, i will can you believe its been a month already!
3279,0,Sentiment140, I will watch supernatural now niahahahahaaa awesome show
3294,0,Sentiment140, one more final then bye bye school.
3300,0,Sentiment140, ooh such a lovely morning! xoxo
3308,0,Sentiment140, Paranoid LOOOOOOOOOVe that song @jonasbrothers Good job! AMAZING!! http://bit.ly/Qqaqp
3311,0,Sentiment140," party, the sats+pixie24th party, bbq, party ! &quot;vacation&quot; w the bestie, forrrrreal dude! xx"
3312,0,Sentiment140, Patrick Wolf came on to introduce Serafina!!! x x
3313,0,Sentiment140, Perfectly cooked half-boiled eggs + my favourite spoon and that home-brand dark soya sauce makes my day!
3314,0,Sentiment140,- phewwww! i did better then i expected on my mid-term! one more to gooo and then i ammm freeeeeeeeeeee! 
3316,0,Sentiment140, picking up new mcfly tickets at the venue. SO EFFING EXCITED. i nearly cried with relief. haha.
3320,0,Sentiment140, Please?: http://eluts.com/frontstore/Item/item_zoom.asp?item_num=3418&amp;catalog_num=3&amp;mart_id=lutsdoll&amp;level=yes&amp;mother_catalog_num=554
3323,0,Sentiment140,-- ponte winery in temecula has amazing wines! you should go out there and try it!  love love the beverino. cheers!
3328,0,Sentiment140," POSITIVITY: Inspiration From O Magazine: In a world full of negativity, it is sometimes hard to stay positive.. http://bit.ly/10SMJp"
3333,0,Sentiment140, im not going to school today!
3337,0,Sentiment140, I'm off to sleep!!  Goodnight tweetts  enjoy your day!!  xxx
3339,0,Sentiment140, im pretty sure it would fit into my pants as well!! @beaulieu85 its amazing but i jus found my tiny lil greg guy that i got from pbmall
3340,0,Sentiment140, I'm rollin ova here smh caus I can imagine my daughter doin that rite now n she jumps sumtime too lol
3349,0,Sentiment140, I'm smiling because I lost! I lost 24 lbs. so far! Join the thousands of losers! http://bit.ly/vWDW2
3350,0,Sentiment140, im so awesome 
3352,0,Sentiment140, im so excited!
3353,0,Sentiment140, IM SO FUCKING RAD! *points at last tweet* only missed 3 TT's  which happen to be: #e3 #clothdiapers and JBARSODMG HAHA DONE!
3354,0,Sentiment140, I'm so happy right now .. &amp; I have no idea why
3369,0,Sentiment140," I'm surprisingly happy, and people who make rumours obviously don't have a life"
3370,0,Sentiment140, im the happiest i could ever be !  baby stayed with me at my elementary school  i love you babe.
3375,0,Sentiment140, random silly texts from great friends makes face and tummy hurt from laughing too much... simple mind simple pleasures lol
3378,0,Sentiment140, really lol
3386,0,Sentiment140, Relay for lifee!
3389,0,Sentiment140,- revised biochemistry a bit - now taking a break - I've deserved it!  Letting go a bit XD
3394,0,Sentiment140,- s.a.ts      - studio - jess's  killah Q is back where the fuck is you
3413,0,Sentiment140, she makes all the bullish worth it http://mypict.me/2NIU
3416,0,Sentiment140, I'm very very happy!!!!!!!!!!! ;-)....Lalalalala I'm in my Taylor Lautner World haha!!!!!!!!
3418,0,Sentiment140, in a good mood
3419,0,Sentiment140, In a good mood.
3421,0,Sentiment140,"- In case you missed it, check the new love on the bloggety! http://www.studiofourblog.com/  Leave comments to let me know what'ya think! "
3427,0,Sentiment140, is anyone as turned on as i am?
3430,0,Sentiment140,-- is doing alright this morning ! &amp; lovees Calculating Collapse 
3433,0,Sentiment140,- is it me OR is jeremih a lil cutie ...  ... http://bit.ly/15tP6e
3434,0,Sentiment140,-- is juss chillin' outz listenin' to dem mad tunes.. beautiful night n feelin' goooood.. n waitin' 4 cuz to come on over.. 
3441,0,Sentiment140, isn't today a wonderful day?
3447,0,Sentiment140," It makes the format tighter. I prefer it now. @LorelieBrown new to me, then. lol I only started getting &quot;serious&quot; about my writing..."
3460,0,Sentiment140, Sims 3 is pure AWESOME-ness! created simon Cowell&amp;Terri Seymour! They're living in the same house. Haha!
3461,0,Sentiment140,0
3462,0,Sentiment140, sitting making cookies with my cuzzy!!
3463,0,Sentiment140, sleeping is for losers!  and people who arent vampires
3464,0,Sentiment140, SMILE! Happy looks good on you  http://tumblr.com/x7o1xg3d9
3465,0,Sentiment140, smile. that's what i'm doing. i'm shining and blooming because i'm so happy.  i just wanna dream of happy thoughts forever.  hahaha!
3466,0,Sentiment140, smiley faces
3469,0,Sentiment140, So excited.
3471,0,Sentiment140, so good so good.
3472,0,Sentiment140, so happy. less than a week!!
3474,0,Sentiment140, So many old but good movies on TV tonight. National Lampoons Vacation then The Princess Bride. Wonder of I will ever get to bed?
3483,0,Sentiment140," so, @marielgates, i'm still curious as to this whole..David thing."
3484,0,Sentiment140, Sold another shirt on CafePress: http://bit.ly/Fszc2
3500,0,Sentiment140, I wov you
3502,0,Sentiment140, ʹm just happy... although I have a few things in mind =S damn u tricky mind of mine
3503,0,Sentiment140, IAM BORED.
3505,0,Sentiment140, i'd rather have you and my girlfriend at my crib runnin round naked  girl gotta girlfriend on in bed.. Nice work @MamsTaylor
3510,0,Sentiment140,"- If you end having to eat your words, don't worry, they taste like chicken  "
3513,0,Sentiment140, ihop sounds good.
3514,0,Sentiment140, I�m feeling greate 
